net_link_id,corridor,t_min,clock,obs_speed_mph,obs_speed_smoothed_mph,backcalc_speed_mph,in_episode,cutoff_mph,free_speed_mph,q_vphpl,in_pm_period
25608,I-66 EB,660,11:00,49.61259956587748,43.871625098810874,63.683037636632164,False,44.57812634564251,63.683037636632164,2198.578313863804,False
25608,I-66 EB,675,11:15,45.21348058481315,45.799565189607584,63.683037636632164,False,44.57812634564251,63.683037636632164,2199.3473599433873,False
25608,I-66 EB,690,11:30,42.57261541813212,42.917239684942366,63.683037636632164,False,44.57812634564251,63.683037636632164,2195.364000250976,False
25608,I-66 EB,705,11:45,40.96562305188184,42.522093155820926,63.683037636632164,False,44.57812634564251,63.683037636632164,2193.5188034145094,False
25608,I-66 EB,720,12:00,44.02804099744882,45.43875034966092,63.683037636632164,False,44.57812634564251,63.683037636632164,2199.8176958522477,False
25608,I-66 EB,735,12:15,51.32258699965212,46.764504753344845,63.683037636632164,False,44.57812634564251,63.683037636632164,2196.6039828437556,False
25608,I-66 EB,750,12:30,44.942886262933584,48.19901933538885,63.683037636632164,False,44.57812634564251,63.683037636632164,2188.235394961019,False
25608,I-66 EB,765,12:45,48.331584743580855,48.09590312736267,63.683037636632164,False,44.57812634564251,63.683037636632164,2189.0189349875113,False
25608,I-66 EB,780,13:00,51.01323837557354,50.9441755705908,63.683037636632164,False,44.57812634564251,63.683037636632164,2155.5880604258996,False
25608,I-66 EB,795,13:15,53.48770359261801,52.7708783385562,63.683037636632164,False,44.57812634564251,63.683037636632164,2118.9820015730706,False
25608,I-66 EB,810,13:30,53.811693047477064,51.35890253461472,63.683037636632164,False,44.57812634564251,63.683037636632164,2148.4484484636073,False
25608,I-66 EB,825,13:45,46.77731096374907,47.80464653736021,63.683037636632164,False,44.57812634564251,63.683037636632164,2191.075339391282,False
