tmc_code,measurement_tstamp,speed,reference_speed,date,tod_min,clock_min,timestamp,period,wall_clock
110-04178,2025-10-09 00:20:00,66.8,62.0,2025-10-09,20,1460,2025-10-09 00:20:00-04:00,NT,24:20
110-04178,2025-10-09 00:25:00,68.2,62.0,2025-10-09,25,1465,2025-10-09 00:25:00-04:00,NT,24:25
110-04178,2025-10-09 00:30:00,64.17,62.0,2025-10-09,30,1470,2025-10-09 00:30:00-04:00,NT,24:30
110-04178,2025-10-09 00:35:00,64.59,62.0,2025-10-09,35,1475,2025-10-09 00:35:00-04:00,NT,24:35
110-04178,2025-10-09 00:40:00,65.0,62.0,2025-10-09,40,1480,2025-10-09 00:40:00-04:00,NT,24:40
110-04178,2025-10-09 00:45:00,64.8,62.0,2025-10-09,45,1485,2025-10-09 00:45:00-04:00,NT,24:45
110-04178,2025-10-09 00:50:00,64.0,62.0,2025-10-09,50,1490,2025-10-09 00:50:00-04:00,NT,24:50
110-04178,2025-10-09 00:55:00,62.8,62.0,2025-10-09,55,1495,2025-10-09 00:55:00-04:00,NT,24:55
110-04178,2025-10-09 01:00:00,65.2,62.0,2025-10-09,60,1500,2025-10-09 01:00:00-04:00,NT,25:00
110-04178,2025-10-09 01:05:00,59.28,62.0,2025-10-09,65,1505,2025-10-09 01:05:00-04:00,NT,25:05
110-04178,2025-10-09 01:10:00,59.59,62.0,2025-10-09,70,1510,2025-10-09 01:10:00-04:00,NT,25:10
110-04178,2025-10-09 01:15:00,57.99,62.0,2025-10-09,75,1515,2025-10-09 01:15:00-04:00,NT,25:15
110-04178,2025-10-09 01:20:00,58.8,62.0,2025-10-09,80,1520,2025-10-09 01:20:00-04:00,NT,25:20
110-04178,2025-10-09 01:25:00,58.2,62.0,2025-10-09,85,1525,2025-10-09 01:25:00-04:00,NT,25:25
110-04178,2025-10-09 01:30:00,61.78,62.0,2025-10-09,90,1530,2025-10-09 01:30:00-04:00,NT,25:30
110-04178,2025-10-09 01:35:00,66.0,62.0,2025-10-09,95,1535,2025-10-09 01:35:00-04:00,NT,25:35
110-04178,2025-10-09 01:40:00,63.98,62.0,2025-10-09,100,1540,2025-10-09 01:40:00-04:00,NT,25:40
110-04178,2025-10-09 01:45:00,62.6,62.0,2025-10-09,105,1545,2025-10-09 01:45:00-04:00,NT,25:45
110-04178,2025-10-09 01:50:00,61.99,62.0,2025-10-09,110,1550,2025-10-09 01:50:00-04:00,NT,25:50
110-04178,2025-10-09 01:55:00,60.79,62.0,2025-10-09,115,1555,2025-10-09 01:55:00-04:00,NT,25:55
110-04178,2025-10-09 02:00:00,59.38,62.0,2025-10-09,120,1560,2025-10-09 02:00:00-04:00,NT,26:00
110-04178,2025-10-09 02:05:00,60.8,62.0,2025-10-09,125,1565,2025-10-09 02:05:00-04:00,NT,26:05
110-04178,2025-10-09 02:10:00,63.36,62.0,2025-10-09,130,1570,2025-10-09 02:10:00-04:00,NT,26:10
110-04178,2025-10-09 02:15:00,65.0,62.0,2025-10-09,135,1575,2025-10-09 02:15:00-04:00,NT,26:15
110-04178,2025-10-09 02:20:00,61.14,62.0,2025-10-09,140,1580,2025-10-09 02:20:00-04:00,NT,26:20
110-04178,2025-10-09 02:25:00,60.0,62.0,2025-10-09,145,1585,2025-10-09 02:25:00-04:00,NT,26:25
110-04178,2025-10-09 02:30:00,58.6,62.0,2025-10-09,150,1590,2025-10-09 02:30:00-04:00,NT,26:30
110-04178,2025-10-09 02:35:00,49.92,62.0,2025-10-09,155,1595,2025-10-09 02:35:00-04:00,NT,26:35
110-04178,2025-10-09 02:40:00,51.29,62.0,2025-10-09,160,1600,2025-10-09 02:40:00-04:00,NT,26:40
110-04178,2025-10-09 02:45:00,60.39,62.0,2025-10-09,165,1605,2025-10-09 02:45:00-04:00,NT,26:45
110-04178,2025-10-09 02:50:00,63.0,62.0,2025-10-09,170,1610,2025-10-09 02:50:00-04:00,NT,26:50
110-04178,2025-10-09 02:55:00,62.18,62.0,2025-10-09,175,1615,2025-10-09 02:55:00-04:00,NT,26:55
110-04178,2025-10-09 03:00:00,61.4,62.0,2025-10-09,180,1620,2025-10-09 03:00:00-04:00,NT,27:00
110-04178,2025-10-09 03:05:00,62.0,62.0,2025-10-09,185,1625,2025-10-09 03:05:00-04:00,NT,27:05
110-04178,2025-10-09 03:10:00,59.57,62.0,2025-10-09,190,1630,2025-10-09 03:10:00-04:00,NT,27:10
110-04178,2025-10-09 03:15:00,57.2,62.0,2025-10-09,195,1635,2025-10-09 03:15:00-04:00,NT,27:15
110-04178,2025-10-09 03:20:00,59.52,62.0,2025-10-09,200,1640,2025-10-09 03:20:00-04:00,NT,27:20
110-04178,2025-10-09 03:25:00,62.8,62.0,2025-10-09,205,1645,2025-10-09 03:25:00-04:00,NT,27:25
110-04178,2025-10-09 03:30:00,63.2,62.0,2025-10-09,210,1650,2025-10-09 03:30:00-04:00,NT,27:30
110-04178,2025-10-09 03:35:00,64.19,62.0,2025-10-09,215,1655,2025-10-09 03:35:00-04:00,NT,27:35
110-04178,2025-10-09 03:40:00,62.39,62.0,2025-10-09,220,1660,2025-10-09 03:40:00-04:00,NT,27:40
110-04178,2025-10-09 03:45:00,65.0,62.0,2025-10-09,225,1665,2025-10-09 03:45:00-04:00,NT,27:45
110-04178,2025-10-09 03:50:00,65.0,62.0,2025-10-09,230,1670,2025-10-09 03:50:00-04:00,NT,27:50
110-04178,2025-10-09 03:55:00,66.18,62.0,2025-10-09,235,1675,2025-10-09 03:55:00-04:00,NT,27:55
110-04178,2025-10-09 04:00:00,66.6,62.0,2025-10-09,240,1680,2025-10-09 04:00:00-04:00,NT,28:00
110-04178,2025-10-09 04:05:00,68.76,62.0,2025-10-09,245,1685,2025-10-09 04:05:00-04:00,NT,28:05
110-04178,2025-10-09 04:10:00,66.19,62.0,2025-10-09,250,1690,2025-10-09 04:10:00-04:00,NT,28:10
110-04178,2025-10-09 04:15:00,67.0,62.0,2025-10-09,255,1695,2025-10-09 04:15:00-04:00,NT,28:15
110-04178,2025-10-09 04:20:00,65.19,62.0,2025-10-09,260,1700,2025-10-09 04:20:00-04:00,NT,28:20
110-04178,2025-10-09 04:25:00,64.99,62.0,2025-10-09,265,1705,2025-10-09 04:25:00-04:00,NT,28:25
110-04178,2025-10-09 04:30:00,65.0,62.0,2025-10-09,270,1710,2025-10-09 04:30:00-04:00,NT,28:30
110-04178,2025-10-09 04:35:00,68.55,62.0,2025-10-09,275,1715,2025-10-09 04:35:00-04:00,NT,28:35
110-04178,2025-10-09 04:40:00,68.98,62.0,2025-10-09,280,1720,2025-10-09 04:40:00-04:00,NT,28:40
110-04178,2025-10-09 04:45:00,68.8,62.0,2025-10-09,285,1725,2025-10-09 04:45:00-04:00,NT,28:45
110-04178,2025-10-09 04:50:00,68.4,62.0,2025-10-09,290,1730,2025-10-09 04:50:00-04:00,NT,28:50
110-04178,2025-10-09 04:55:00,68.99,62.0,2025-10-09,295,1735,2025-10-09 04:55:00-04:00,NT,28:55
110-04178,2025-10-09 05:00:00,65.03,62.0,2025-10-09,300,1740,2025-10-09 05:00:00-04:00,NT,29:00
110-04178,2025-10-09 05:05:00,63.4,62.0,2025-10-09,305,1745,2025-10-09 05:05:00-04:00,NT,29:05
110-04178,2025-10-09 05:10:00,64.76,62.0,2025-10-09,310,1750,2025-10-09 05:10:00-04:00,NT,29:10
110-04178,2025-10-09 05:15:00,69.12,62.0,2025-10-09,315,1755,2025-10-09 05:15:00-04:00,NT,29:15
110-04178,2025-10-09 05:20:00,66.79,62.0,2025-10-09,320,1760,2025-10-09 05:20:00-04:00,NT,29:20
110-04178,2025-10-09 05:25:00,65.6,62.0,2025-10-09,325,1765,2025-10-09 05:25:00-04:00,NT,29:25
110-04178,2025-10-09 05:30:00,66.11,62.0,2025-10-09,330,1770,2025-10-09 05:30:00-04:00,NT,29:30
110-04178,2025-10-09 05:35:00,64.18,62.0,2025-10-09,335,1775,2025-10-09 05:35:00-04:00,NT,29:35
110-04178,2025-10-09 05:40:00,64.95,62.0,2025-10-09,340,1780,2025-10-09 05:40:00-04:00,NT,29:40
110-04178,2025-10-09 05:45:00,64.78,62.0,2025-10-09,345,1785,2025-10-09 05:45:00-04:00,NT,29:45
110-04178,2025-10-09 05:50:00,59.76,62.0,2025-10-09,350,1790,2025-10-09 05:50:00-04:00,NT,29:50
110-04178,2025-10-09 05:55:00,62.18,62.0,2025-10-09,355,1795,2025-10-09 05:55:00-04:00,NT,29:55
