link_id,corridor,tmc_code,lanes,queue_peak_model_veh,queue_peak_meas_veh,peak_ratio,queue_at_AM_MD_boundary_veh,queue_at_MD_PM_boundary_veh,end_of_run_queue_veh,storage_veh,peak_over_storage,bins_over_storage,bins_at_capacity,unmet_demand_veh,residual_rmse_veh,residual_rmse_in_episode_veh,has_queue
31376,I66_WB,110-58631,2,0.0,0.0,,0.0,0.0,0.0,432.0,0.0,0,0,0.0,0.0,,False
31379,I66_WB,110N58631,2,0.0,0.0,,0.0,0.0,0.0,144.0,0.0,0,0,0.0,0.0,,False
31381,I66_WB,110P04180,4,0.0,0.0,,0.0,0.0,0.0,288.0,0.0,0,0,0.0,0.0,,False
31382,I66_EB,110+58632,4,0.0,0.0,,0.0,0.0,0.0,128.0,0.0,0,0,0.0,0.0,,False
31383,I66_WB,110-58630,2,0.0,0.0,,0.0,0.0,0.0,460.0,0.0,0,0,0.0,0.0,,False
31386,I66_WB,110-58629,2,0.0,0.0,,0.0,0.0,0.0,244.0,0.0,0,0,0.0,0.0,,False
31388,I66_WB,110P04182,5,77.08061448069748,77.43334534881656,0.9954447161422495,0.0,35.767128585368255,31.416001540877005,330.0,0.2335776196384772,0,17,77.08061448069748,3.2858832830617395,5.746843150783581,True
31392,I66_EB,110+58630,5,0.0,0.0,,0.0,0.0,0.0,960.0,0.0,0,0,0.0,0.0,,False
31393,I66_EB,110+58631,4,0.0,0.0,,0.0,0.0,0.0,640.0,0.0,0,0,0.0,0.0,,False
31395,I66_EB,110-04180,4,0.0,0.0,,0.0,0.0,0.0,640.0,0.0,0,0,0.0,0.0,,False
31397,I66_WB,110-58630,2,0.0,0.0,,0.0,0.0,0.0,92.0,0.0,0,0,0.0,0.0,,False
31398,I66_WB,110+04181,4,0.0,0.0,,0.0,0.0,0.0,184.0,0.0,0,0,0.0,0.0,,False
