link_id,corridor,tmc_code,lanes,has_queue,restarted,identifiable_bins,unidentifiable_bins,queue_peak_meas_veh,queue_peak_fitted_veh,residual_rmse_veh,residual_mae_veh,residual_max_veh,lambda_mean_vph,lambda_peak_vph,lambda_over_mu_peak,end_of_day_queue_veh
31399,I66_EB,110N04182,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31403,I66_EB,110N04182,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31404,I66_WB,110+04183,2,True,False,21,75,21.713615861868263,20.449676345490616,0.4319397797930281,0.14323070911420965,3.1153622009884474,3477.6738644314605,4000.0,1.0089541035494116,0.0
31405,I66_WB,110-58628,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31406,I66_WB,110+04183,2,True,False,21,75,44.97820428529853,42.3600438084095,0.8947324009998376,0.2966921817715773,6.453250273476071,3503.7166510708503,4000.0,1.018547785869188,0.0
31407,I66_EB,110N04182,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31408,I66_EB,110P58629,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31409,I66_EB,110+58629,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31410,I66_EB,110-04182,2,True,False,12,84,11.051318289119036,11.160304863214378,0.806917120072843,0.13288669916472887,7.702111401862287,3879.87046913403,4000.0432540300526,1.005403344611908,0.0
31411,I66_WB,110+04183,2,True,False,21,75,23.26458842343028,21.910367500459643,0.4627926212068163,0.15346147367070379,3.3378880724876225,3479.4103524122634,4000.0,1.0095936823020135,0.0
31412,I66_WB,110-58628,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31413,I66_EB,110-04182,2,True,False,12,84,8.648857791484462,8.35975827177458,0.6484965120764256,0.12215684489186118,6.02773935797918,3992.2276830717115,4000.020853115044,1.0039774524833533,0.0
31414,I66_WB,110P04183,2,True,False,22,74,67.35027279701751,65.59155734833939,1.455665495981263,0.4542839730372525,11.045540908927814,3457.3700337332193,4022.784514005831,1.0241499923411133,0.0
31415,I66_EB,110N04183,2,True,False,12,84,25.93351445999613,25.452027054748328,1.622981275079489,0.3251653612431797,14.787841271195644,3936.6835873209943,4000.067975569293,1.0093185237543796,0.0
