timestamp_la,time_bin,period,episode_id,observed_speed_mph,smoothed_speed_mph,baseline_free_speed_mph,observed_arrival_vph,count_reference_lambda_vph,inferred_lambda_vph,reference_mu_vph,observed_discharge_vph,speed_delay_diagnostic_queue_veh,cumulative_count_gap_veh,count_queue_raw_veh,count_queue_drift_corrected_veh,count_reference_queue_veh,forward_queue_veh,forward_outflow_vph,reconstructed_speed_mph,upstream_pct_observed,ramp_pct_observed,downstream_pct_observed
2025-07-29 13:35:00-07:00,163,MD,0,62.0,61.4,61.82816403446027,9208.427443200002,9208.427443200002,8400.0,8400.0,8400.0,0.0,-518.2339584000034,,,0.0,0.0,8400.0,61.82816403446027,100.0,100.0,100.0
2025-07-29 13:40:00-07:00,164,MD,0,61.3,62.0,61.87716692317483,7302.228458057152,7302.228458057152,8196.0,8196.0,8196.0,0.0,-450.86500480000325,,,0.0,0.0,8196.0,61.87716692317483,80.0,100.0,100.0
2025-07-29 13:45:00-07:00,165,MD,0,62.5,62.5,61.928259075519975,6621.7862784,6621.7862784,8196.0,8196.0,7656.0,0.0,-525.3459666285739,,,0.0,0.0,8196.0,61.928259075519975,80.0,100.0,100.0
2025-07-29 13:50:00-07:00,166,MD,0,63.0,63.0,61.98141695443188,8169.267593142844,8169.267593142844,8328.0,8328.0,8748.0,0.0,-611.5304434285739,,,0.0,0.0,8328.0,61.98141695443188,100.0,100.0,100.0
2025-07-29 13:55:00-07:00,167,MD,0,64.0,63.3,62.036616027679294,8436.732759771428,8436.732759771428,8328.0,8328.0,8328.0,0.0,-659.7581440000035,,,0.0,0.0,8328.0,62.036616027679294,100.0,100.0,100.0
2025-07-29 14:00:00-07:00,168,MD,0,63.3,63.9,62.09383076786355,7348.412000914289,7348.412000914289,7716.0,7716.0,7680.0,0.0,-650.6970806857179,,,0.0,0.0,7716.0,62.09383076786355,100.0,100.0,100.0
2025-07-29 14:05:00-07:00,169,MD,0,63.9,63.9,62.153034652418555,7433.175645257141,7433.175645257141,7716.0,7716.0,7716.0,0.0,-678.3294139428605,,,0.0,0.0,7716.0,62.153034652418555,100.0,100.0,100.0
2025-07-29 14:10:00-07:00,170,MD,0,64.3,64.3,62.21420016361078,9161.57290971428,9161.57290971428,7716.0,7716.0,7992.0,0.0,-701.8981101714321,,,0.0,0.0,7716.0,62.21420016361078,100.0,100.0,100.0
2025-07-29 14:15:00-07:00,171,MD,0,64.8,64.3,62.27729878853929,6857.846635885726,6857.846635885726,7908.0,7908.0,7620.0,0.0,-604.4337010285755,,,0.0,0.0,7908.0,62.27729878853929,80.0,100.0,100.0
2025-07-29 14:20:00-07:00,172,MD,0,64.2,64.2,62.34230101913572,6603.145113599998,6603.145113599998,7908.0,7908.0,7908.0,0.0,-667.9464813714317,,,0.0,0.0,7908.0,62.34230101913572,80.0,100.0,100.0
2025-07-29 14:25:00-07:00,173,MD,0,63.1,63.1,62.40917635216426,7234.5344804571405,7234.5344804571405,8244.0,8244.0,8328.0,0.0,-776.6843885714319,,,0.0,0.0,8244.0,62.40917635216426,80.0,100.0,100.0
2025-07-29 14:30:00-07:00,174,MD,0,62.5,63.1,62.47789328922171,6581.526582857145,6581.526582857145,8244.0,8244.0,8244.0,0.0,-867.8065152000036,,,0.0,0.0,8244.0,62.47789328922171,80.0,100.0,100.0
2025-07-29 14:35:00-07:00,175,MD,0,64.0,64.0,62.54841933673743,6777.786278399999,6777.786278399999,8244.0,8244.0,7860.0,0.0,-1006.3459666285748,,,0.0,0.0,8244.0,62.54841933673743,80.0,100.0,100.0
2025-07-29 14:40:00-07:00,176,MD,0,64.3,64.0,62.62072100597336,6988.992455314285,6988.992455314285,8604.0,8604.0,8604.0,0.0,-1096.530443428575,,,0.0,0.0,8604.0,62.62072100597336,80.0,100.0,100.0
2025-07-29 14:45:00-07:00,177,MD,0,63.3,63.3,62.694763813024,7682.5955437714265,7682.5955437714265,8616.0,8616.0,9180.0,0.0,-1231.114405485718,,,0.0,0.0,8616.0,62.694763813024,80.0,100.0,100.0
2025-07-29 14:50:00-07:00,178,MD,0,62.4,62.4,62.77051227881645,6593.511140571439,6593.511140571439,8616.0,8616.0,8616.0,0.0,-1355.8981101714323,,,0.0,0.0,8616.0,62.77051227881645,100.0,100.0,100.0
2025-07-29 14:55:00-07:00,179,MD,0,62.3,62.4,62.847929929110364,6254.396911542858,6254.396911542858,8484.0,8484.0,8484.0,0.0,-1524.4388484571457,,,0.0,0.0,8484.0,62.847929929110364,100.0,100.0,100.0
2025-07-29 15:00:00-07:00,180,PM,0,63.4,63.3,62.926979294498004,6702.10703725714,6702.10703725714,8328.0,8328.0,7872.0,0.0,-1710.239105828574,,,0.0,0.0,8328.0,62.926979294498004,80.0,100.0,100.0
2025-07-29 15:05:00-07:00,181,PM,0,63.3,63.4,63.00762191040417,6690.274784914286,6690.274784914286,8328.0,8328.0,8328.0,0.0,-1807.7301860571458,,,0.0,0.0,8328.0,63.00762191040417,80.0,100.0,100.0
2025-07-29 15:10:00-07:00,182,PM,0,63.5,63.5,63.08981831708626,8656.107390171419,8656.107390171419,8328.0,8328.0,8364.0,0.0,-1944.2072873142886,,,0.0,0.0,8328.0,63.08981831708626,100.0,100.0,100.0
2025-07-29 15:15:00-07:00,183,PM,0,64.1,63.8,63.17352805963424,8867.068608000001,8867.068608000001,8364.0,8364.0,8160.0,0.0,-1919.8650048000036,,,0.0,0.0,8364.0,63.17352805963424,100.0,100.0,100.0
2025-07-29 15:20:00-07:00,184,PM,0,63.8,63.8,63.25870968797067,9191.26724022857,9191.26724022857,8424.0,8424.0,9456.0,0.0,-1860.9426208000034,,,0.0,0.0,8424.0,63.25870968797067,100.0,100.0,100.0
2025-07-29 15:25:00-07:00,185,PM,0,63.1,63.8,63.34532075685066,8674.51903817143,8674.51903817143,8448.0,8448.0,8424.0,0.0,-1883.0036841142892,,,0.0,0.0,8448.0,63.34532075685066,100.0,100.0,100.0
2025-07-29 15:30:00-07:00,186,PM,0,64.0,64.0,63.43331782586191,8126.015089371432,8126.015089371432,8448.0,8448.0,8448.0,0.0,-1862.1270976000035,,,0.0,0.0,8448.0,63.43331782586191,100.0,100.0,100.0
