link_id,t_min,period,speed_mph,queue_veh,demand_vph
3,885.0,PM,60.78,3.9646910167818383,1981.4028284761482
3,900.0,PM,60.08,4.315398135818912,1981.7480120489918
3,915.0,PM,59.23,4.752401148066861,1982.3380176337776
3,930.0,PM,58.13,5.336905556511269,1983.1067913117656
3,945.0,PM,56.73,6.1136033844526745,1984.5675656554727
3,960.0,PM,54.79,7.255494798320864,1986.5465997843157
3,975.0,PM,52.23,8.892144744399776,1986.0152165495574
3,990.0,PM,50.08,10.395948881789142,1982.8862545644745
3,1005.0,PM,49.11,11.117512522907758,1980.1518691908802
3,1020.0,PM,49.06,11.155479820627805,1982.3471241957498
3,1035.0,PM,48.3,11.742260869565223,1987.4374343670909
3,1050.0,PM,46.04,13.601619461337968,1987.748383202484
3,1065.0,PM,43.9,15.538715261959005,1983.7665477571954
3,1080.0,PM,42.93,16.480352201257862,1971.0103193503085
3,1095.0,PM,45.32,14.232932038834953,1967.5990324883758
3,1110.0,PM,49.09,11.132690160928906,1967.584062885696
3,1125.0,PM,53.55,8.028705882352947,1973.3479272256068
3,1140.0,PM,56.29,6.365687688754664,1976.6255385683937
3,1155.0,PM,57.79,5.522072330853088,1976.7338603731487
3,1170.0,PM,59.32,4.7055374241402586,1977.056427232845
3,1185.0,PM,60.77,3.9696442323514898,1977.9163622685242
3,1200.0,NT,61.84,3.4487347994825357,1978.9191925117318
3,1215.0,NT,62.41,3.17853292741548,1980.2447584637484
3,1230.0,NT,62.28,3.2397225433526016,1979.4553965454645
3,1245.0,NT,62.57,3.103571679718718,1980.1684738445053
3,1260.0,NT,62.48,3.1456901408450726,1979.3104709401996
3,1275.0,NT,62.85,2.9733078758949887,1979.5386797484011
3,1290.0,NT,63.1,2.8579778129952453,1979.3966254025988
3,1305.0,NT,63.43,2.7071341636449633,1980.0
4,300.0,AM,65.44,2.2686318546978668,1982.0520523831713
4,315.0,AM,64.49,2.7816449504906657,1984.6408667066855
4,330.0,AM,62.44,3.941861627162074,1984.7811752011007
4,345.0,AM,60.46,5.137155427437263,1988.0102238870857
4,360.0,AM,57.41,7.139711399208698,1990.2461753032737
4,375.0,AM,53.93,9.701255225027149,1992.7768843936403
4,390.0,AM,50.14,12.89547632343723,1988.8604005000182
4,405.0,AM,47.81,15.110576448441746,1986.260920203826
4,420.0,AM,46.29,16.675806499398202,1983.727941072625
4,435.0,AM,45.43,17.607791767554478,1981.199686023544
4,450.0,AM,45.16,17.90771327344047,1974.5208652542408
4,465.0,AM,46.42,16.537929587000672,1973.7338874914133
4,480.0,AM,47.95,14.97140145985401,1982.246535118592
4,495.0,AM,47.39,15.533035239502002,1987.419523172733
4,510.0,AM,45.63,17.387916032685254,1978.1779105551593
4,525.0,AM,46.05,16.932393671475104,1966.8001917163233
4,540.0,AM,49.34,13.632441600555907,1967.5990160303184
4,555.0,AM,52.89,10.532195608135481,1973.6896906353738
4,570.0,AM,54.9,8.954618266978924,1978.948125509977
4,585.0,AM,55.25,8.691649644473173,1978.608270050966
4,600.0,MD,55.72,8.343717157214645,1979.0657970181283
4,615.0,MD,56.04,8.11016641174671,1977.4569716519518
4,630.0,MD,56.93,7.474409324734637,1977.4534993846025
4,645.0,MD,57.85,6.837784170885292,1978.1958708352558
4,660.0,MD,58.52,6.386751879699241,1978.8899683889058
4,675.0,MD,58.94,6.109243976925687,1981.136655168792
4,690.0,MD,58.51,6.3934077691237166,1981.3970779620092
4,705.0,MD,57.99,6.74267725962604,1981.0368910309282
4,720.0,MD,57.61,7.001900017358095,1979.4252965061469
4,735.0,MD,57.82,6.8582241438948435,1979.1592172579465
4,750.0,MD,58.13,6.648028458381455,1978.0287674302758
4,765.0,MD,58.87,6.155220315950399,1978.5667019453151
4,780.0,MD,59.42,5.796895802279169,1979.3572355799374
4,795.0,MD,59.67,5.636204697263515,1980.539558895824
4,810.0,MD,59.46,5.771094421219547,1980.6213244427813
4,825.0,MD,59.22,5.926425531914889,1980.7050372398433
4,840.0,PM,58.95,6.102684841875677,1981.6972805261692
4,855.0,PM,58.31,6.527004973417937,1981.8446660585853
4,870.0,PM,57.63,6.988171488064249,1983.1350509337556
4,885.0,PM,56.51,7.771934221503144,1982.5223615015811
4,900.0,PM,55.64,8.402524596898424,1982.6024949507823
4,915.0,PM,54.77,9.053148334594013,1982.8121132554386
4,930.0,PM,53.86,9.75617664845366,1980.820999163115
4,945.0,PM,53.6,9.961426439232405,1980.8290029044877
4,960.0,PM,53.34,10.168677165354325,1980.643214667794
4,975.0,PM,53.14,10.329480832302806,1983.7270957055898
4,990.0,PM,52.01,11.261254758700252,1984.8840741329009
4,1005.0,PM,50.6,12.482273291925464,1984.5632350997753
4,1020.0,PM,49.35,13.623082066869298,1983.5867913949303
4,1035.0,PM,48.41,14.519779915601855,1982.8028857284282
4,1050.0,PM,47.7,15.220501347708888,1978.1353241859608
4,1065.0,PM,48.17,14.75433239419911,1977.2893118333589
4,1080.0,PM,48.87,14.076660352538806,1978.3730294098968
4,1095.0,PM,49.3,13.669917705013038,1977.8499174489361
4,1110.0,PM,49.88,13.1323970672471,1976.1970467638232
4,1125.0,PM,50.94,12.181658758202925,1975.3798434525584
4,1140.0,PM,52.29,11.026619621342508,1974.2920640863756
4,1155.0,PM,54.06,9.599635642936416,1974.1583145711115
4,1170.0,PM,56.0,8.139214285714282,1973.0434065934066
4,1185.0,PM,58.5,6.4000659340659345,1977.0726766959976
4,1200.0,NT,59.62,5.668235108065368,1978.703156690639
4,1215.0,NT,60.13,5.344024280725095,1979.8740416037767
4,1230.0,NT,60.18,5.312534681669279,1979.0743732468984
4,1245.0,NT,60.55,5.081127993393892,1979.0856169073925
4,1260.0,NT,60.92,4.852532220241998,1978.9027716986545
4,1275.0,NT,61.37,4.578225144905605,1978.7519636264574
4,1290.0,NT,61.89,4.266216051519974,1979.4782755689737
4,1305.0,NT,62.11,4.13578494376337,1980.0
5,300.0,AM,63.4,0.8038675078864355,1980.6803137522381
5,315.0,AM,62.16,0.973945945945946,1981.4697373429767
5,330.0,AM,59.64,1.3413802816901403,1981.3819880116207
5,345.0,AM,57.45,1.6868772845952997,1982.4267476709574
5,360.0,AM,53.97,2.2935642023346303,1984.2352232152466
5,375.0,AM,48.81,3.3523700061462818,1986.9264005724299
5,390.0,AM,42.21,5.083970149253732,1986.1126349161116
5,405.0,AM,37.71,6.612128878281624,1986.8797007030896
5,420.0,AM,33.67,8.332054054054053,1989.5273035655027
5,435.0,AM,29.32,10.713879945429742,1995.0151009079361
5,450.0,AM,24.36,14.467655172413794,1991.527093596059
5,465.0,AM,21.56,17.349428571428575,1980.1864046733936
5,480.0,AM,21.52,17.396029739776953,1978.8462090151688
5,495.0,AM,21.77,17.10758199356913,1977.4659155351237
5,510.0,AM,22.34,16.474060877350045,1974.6390123045533
5,525.0,AM,23.65,15.133813953488374,1971.7687411079396
5,540.0,AM,25.99,13.075999230473261,1974.1661426129906
5,555.0,AM,27.95,11.617534883720932,1977.0964059196617
5,570.0,AM,29.04,10.891636363636364,1977.2113478169163
5,585.0,AM,30.17,10.194473317865429,1972.1711306435072
5,600.0,MD,33.87,8.237255978742251,1972.6604937228674
5,615.0,MD,38.27,6.402379409459106,1974.557027816709
5,630.0,MD,42.35,5.041636363636364,1977.0576040781648
5,645.0,MD,44.94,4.306037383177571,1978.0878504672896
5,660.0,MD,46.8,3.8280000000000016,1978.5374301675977
5,675.0,MD,48.33,3.4623575418994426,1979.9814943411923
5,690.0,MD,48.35,3.4577311271975177,1979.861694047911
5,705.0,MD,48.5,3.4231546391752574,1980.2217022058353
5,720.0,MD,48.26,3.4785801906340663,1980.0837078860002
5,735.0,MD,48.17,3.499507162134108,1980.3285259311374
5,750.0,MD,47.82,3.5816386449184447,1979.9433401571682
5,765.0,MD,47.88,3.5674736842105266,1979.8402322142506
5,780.0,MD,48.05,3.5275317377731548,1980.169201229396
5,795.0,MD,47.87,3.5698320451222068,1980.553965962036
5,810.0,MD,47.29,3.7083235356312123,1980.6073966652746
5,825.0,MD,46.67,3.86017270194986,1980.8388484592163
5,840.0,PM,45.84,4.069884816753926,1982.4346630729706
5,855.0,PM,43.59,4.678550584996559,1984.2230403784604
5,870.0,PM,40.17,5.734310679611649,1984.6115140383101
5,885.0,PM,37.0,6.887189189189189,1983.551775353335
5,900.0,PM,34.88,7.775133027522934,1983.7306168260784
5,915.0,PM,32.9,8.707787234042554,1986.6422968469624
5,930.0,PM,29.88,10.368361445783135,1987.1297306874558
5,945.0,PM,27.2,12.15079411764706,1986.20680212632
5,960.0,PM,25.23,13.702494649227111,1984.5424220708712
5,975.0,PM,23.96,14.838100166944908,1985.6000248641353
5,990.0,PM,22.56,16.238106382978724,1983.6149562528137
5,1005.0,PM,21.74,17.141845446182153,1983.0652441043183
5,1020.0,PM,21.09,17.908156472261737,1980.6851020345807
5,1035.0,PM,20.95,18.07943198090692,1981.1456234277236
5,1050.0,PM,20.72,18.36583783783784,1976.5898251192368
5,1065.0,PM,21.42,17.513294117647057,1976.016671063044
5,1080.0,PM,22.3,16.51746188340807,1972.0565616882698
5,1095.0,PM,24.29,14.531602305475506,1968.677290382841
5,1110.0,PM,27.83,11.700924901185772,1966.8503899474956
5,1125.0,PM,33.5,8.413522388059702,1969.3905619818095
5,1140.0,PM,40.09,5.761162883512097,1973.1834957747335
5,1155.0,PM,45.89,4.057036827195468,1976.3181636594784
5,1170.0,PM,49.78,3.1365777420650867,1977.954662998049
5,1185.0,PM,52.24,2.6252434915773346,1978.7476512425267
5,1200.0,NT,53.87,2.312156302209022,1978.8985797017976
5,1215.0,NT,55.39,2.0368012276584215,1979.1925178616436
5,1230.0,NT,56.56,1.8349306930693063,1979.466837897179
5,1245.0,NT,57.36,1.7016401673640165,1979.584060020199
5,1260.0,NT,58.0,1.5976551724137928,1979.8272657012835
5,1275.0,NT,58.27,1.5544715977346828,1979.9110627616037
5,1290.0,NT,58.41,1.5322372881355937,1980.0
5,1305.0,NT,58.41,1.5322372881355937,1980.0
6,300.0,AM,65.76,1.4207205422314912,1980.8784483869342
6,315.0,AM,65.15,1.640332638965025,1981.5963100604301
6,330.0,AM,64.07,2.0394101540725575,1981.6977204292716
6,345.0,AM,62.96,2.463840261390453,1982.2611468703117
6,360.0,AM,61.54,3.029126978968383,1982.7276800804066
6,375.0,AM,59.91,3.7110469990700357,1983.9443893743562
6,390.0,AM,57.7,4.697144342659073,1983.958830660585
6,405.0,AM,55.64,5.686852007805278,1985.4575082156473
6,420.0,AM,53.03,7.051229061717087,1986.2657010595137
6,435.0,AM,50.32,8.617654326595503,1989.3910969793324
6,450.0,AM,46.74,10.965428571428571,1985.7468184862694
6,465.0,AM,44.79,12.40213319299589,1981.0224122829616
6,480.0,AM,44.46,12.657736263736265,1974.6869665052664
6,495.0,AM,46.23,11.329477890052846,1977.701965990809
6,510.0,AM,47.04,10.754969387755102,1978.0768597761685
6,525.0,AM,47.74,10.274184331797237,1975.58148515193
6,540.0,AM,49.43,9.169555619779775,1973.5807284214484
6,555.0,AM,52.11,7.56473772514187,1974.5385129732852
6,570.0,AM,54.63,6.199365968463169,1975.7810786056941
6,585.0,AM,56.75,5.144635619886723,1977.1640710682234
6,600.0,MD,58.27,4.435653386942557,1977.7589461940165
6,615.0,MD,59.53,3.8753899354467127,1979.8609094508222
6,630.0,MD,59.61,3.8406172981522757,1979.1903236550227
6,645.0,MD,60.08,3.6381982119079344,1979.3714524554523
6,660.0,MD,60.45,3.481061325771002,1979.279124698793
6,675.0,MD,60.88,3.300842500469308,1980.1834389028925
6,690.0,MD,60.77,3.3467022261924333,1980.0167091992462
6,705.0,MD,60.76,3.3508795260039506,1980.016714700217
6,720.0,MD,60.75,3.355058201058202,1979.616948847831
6,735.0,MD,60.98,3.2592954130159786,1979.5869040202256
6,750.0,MD,61.23,3.1560214180723745,1980.263991803207
6,765.0,MD,61.07,3.222019368874127,1980.0496525376097
6,780.0,MD,61.04,3.2344325032765417,1980.165861528926
6,795.0,MD,60.94,3.275897885507994,1979.3561987260728
6,810.0,MD,61.33,3.114947567026159,1979.9508158037895
6,825.0,MD,61.36,3.102651517973552,1980.3783125324853
6,840.0,PM,61.13,3.197229651094857,1980.3645375956346
6,855.0,PM,60.91,3.2883640500035187,1980.0998768202935
6,870.0,PM,60.85,3.3133332550768855,1979.8170426827296
6,885.0,PM,60.96,3.2675939257592788,1980.467014258353
6,900.0,PM,60.68,3.3843474903474915,1980.3193648268868
6,915.0,PM,60.49,3.464188697069175,1980.4913382349791
6,930.0,PM,60.2,3.587023255813952,1980.2560026113345
6,945.0,PM,60.05,3.6510239086475575,1980.7236592347228
6,960.0,PM,59.63,3.831938717328287,1979.774923271823
6,975.0,PM,59.76,3.7756695352839933,1979.6556338763996
6,990.0,PM,59.96,3.6895780043838755,1979.7261567591968
6,1005.0,PM,60.12,3.6211171941830638,1980.7046613522243
6,1020.0,PM,59.71,3.7972825322391563,1981.0664927861992
6,1035.0,PM,59.1,4.063905728788978,1980.336697379725
6,1050.0,PM,58.91,4.148080073720204,1979.8579683254666
6,1065.0,PM,58.99,4.11257215508682,1979.964552254081
6,1080.0,PM,59.01,4.1037102186070165,1980.5521545015758
6,1095.0,PM,58.7,4.2417488440009725,1980.5218375537781
6,1110.0,PM,58.41,4.372208232445524,1980.1811475195404
6,1125.0,PM,58.31,4.417495112330645,1979.476375474617
6,1140.0,PM,58.6,4.286588980984885,1979.197661494713
6,1155.0,PM,59.05,4.086004354663121,1979.053189399366
6,1170.0,PM,59.59,3.849301704504589,1979.2582428892222
6,1185.0,PM,60.02,3.6638624268101116,1979.6415958087578
6,1200.0,NT,60.23,3.5742613789995508,1979.4586406937458
6,1215.0,NT,60.55,3.4389215524360055,1979.6311226950256
6,1230.0,NT,60.77,3.3467022261924333,1979.517813995422
6,1245.0,NT,61.06,3.2261557250479607,1979.653680254463
6,1260.0,NT,61.27,3.139575788663759,1979.754078666064
6,1275.0,NT,61.42,3.078095455179791,1979.7552769184626
6,1290.0,NT,61.57,3.01691468479547,1979.85373767433
6,1305.0,NT,61.66,2.980349103377975,1980.0
7,300.0,AM,65.04,0.17903848181338905,1980.07199171713
7,315.0,AM,64.58,0.1970364110958724,1980.250316584487
7,330.0,AM,63.03,0.2596155572176515,1980.3400122141177
7,345.0,AM,61.04,0.34461861074705125,1980.4810534903143
7,360.0,AM,58.43,0.46488198332559116,1980.6110367932017
7,375.0,AM,55.42,0.6176411816260245,1980.688406309333
7,390.0,AM,52.38,0.7897427589592537,1980.682055879277
7,405.0,AM,49.68,0.960256728778468,1980.4602634113062
7,420.0,AM,48.01,1.075322581605023,1980.4567978600383
7,435.0,AM,46.46,1.1895220466145993,1980.407299134812
7,450.0,AM,45.16,1.2913468303176014,1980.2758854997714
7,465.0,AM,44.32,1.3603182052604437,1979.6535465455765
7,480.0,AM,45.38,1.273704841654599,1979.500706469248
7,495.0,AM,47.0,1.1488814589665655,1979.536760407411
7,510.0,AM,48.61,1.0330715608193493,1979.7837392049585
7,525.0,AM,49.4,0.9790063620589936,1979.6613557202108
7,540.0,AM,50.69,0.8943452921117155,1979.658730570755
7,555.0,AM,52.06,0.8090279348005045,1979.7433736094727
7,570.0,AM,53.14,0.744871337168665,1979.930555712061
7,585.0,AM,53.44,0.7275102651839178,1979.9816130071695
7,600.0,MD,53.52,0.7229135169762969,1979.9201990175652
7,615.0,MD,53.87,0.7029632713675782,1979.883335000575
7,630.0,MD,54.39,0.6737970215113073,1979.7625488590572
7,645.0,MD,55.48,0.6144342362756207,1979.8523671081955
7,660.0,MD,56.18,0.577526013324518,1979.8783940971334
7,675.0,MD,56.77,0.5471245376078911,1980.0327273776174
7,690.0,MD,56.61,0.5553063820122643,1980.0349761526231
7,705.0,MD,56.44,0.5640504201680674,1980.0268889654956
7,720.0,MD,56.31,0.5707726615419743,1979.9422388163823
7,735.0,MD,56.59,0.5563323656375428,1979.9856489046526
7,750.0,MD,56.66,0.552744591800716,1980.065896119333
7,765.0,MD,56.34,0.5692186216339569,1980.0939430888036
7,780.0,MD,55.89,0.5927043938348284,1980.0253075303242
7,795.0,MD,55.77,0.5990312764158917,1979.9077339941407
7,810.0,MD,56.21,0.5759647749510761,1979.954406564356
7,825.0,MD,56.43,0.5645664160401002,1980.0747937258877
7,840.0,PM,56.07,0.5832648475120384,1980.0884823889276
7,855.0,PM,55.65,0.6053854447439354,1979.9936355609257
7,870.0,PM,55.68,0.6037943349753694,1979.9830616434967
7,885.0,PM,55.76,0.5995597458495594,1980.0637708048662
7,900.0,PM,55.46,0.6155024470660966,1980.2398483006666
7,915.0,PM,54.36,0.6754645222327341,1980.1099949965394
7,930.0,PM,53.87,0.7029632713675782,1980.1097078274881
7,945.0,PM,53.39,0.7303902282396384,1979.8159952283172
7,960.0,PM,54.2,0.6843890353189243,1979.830109546502
7,975.0,PM,54.97,0.6419164219444373,1979.9114663351288
7,990.0,PM,55.38,0.6197830057266673,1980.1651627932256
7,1005.0,PM,54.62,0.6610737040330595,1980.2175973420358
7,1020.0,PM,53.65,0.715473039542005,1980.0137183235317
